date,league,home_team,away_team,home_goals,away_goals
2021-08-08T18:00:00+00:00,Ekstraklasa,Slask Wroclaw,Lechia Gdansk,1,1
2021-08-09T16:00:00+00:00,Ekstraklasa,Wisla Plock,Radomiak Radom,1,0
2021-08-13T16:00:00+00:00,Ekstraklasa,Nieciecza,Lech Poznan,1,3
2021-08-13T18:30:00+00:00,Ekstraklasa,Stal Mielec,Wisla Krakow,2,1
2021-08-14T13:00:00+00:00,Ekstraklasa,Piast Gliwice,Wisla Plock,4,3
2021-08-14T15:30:00+00:00,Ekstraklasa,Lechia Gdansk,Cracovia Krakow,3,0
2021-08-14T18:00:00+00:00,Ekstraklasa,Warta Poznań,Legia Warszawa,0,2
2021-08-15T15:30:00+00:00,Ekstraklasa,Slask Wroclaw,Górnik Łęczna,0,0
2021-08-15T18:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Pogon Szczecin,2,0
2021-08-16T16:00:00+00:00,Ekstraklasa,Jagiellonia,Gornik Zabrze,1,3
2021-08-20T16:00:00+00:00,Ekstraklasa,Wisla Plock,Zaglebie Lubin,4,0
2021-08-20T18:30:00+00:00,Ekstraklasa,Radomiak Radom,Warta Poznań,1,0
2021-08-21T13:00:00+00:00,Ekstraklasa,Pogon Szczecin,Stal Mielec,4,1
2021-08-21T15:30:00+00:00,Ekstraklasa,Cracovia Krakow,Jagiellonia,2,1
2021-08-21T18:00:00+00:00,Ekstraklasa,Górnik Łęczna,Wisla Krakow,1,3
2021-08-22T13:00:00+00:00,Ekstraklasa,Piast Gliwice,Slask Wroclaw,1,1
2021-08-22T15:30:00+00:00,Ekstraklasa,Lech Poznan,Lechia Gdansk,2,0
2021-08-27T16:00:00+00:00,Ekstraklasa,Stal Mielec,Górnik Łęczna,2,0
2021-08-27T18:30:00+00:00,Ekstraklasa,Warta Poznań,Jagiellonia,1,1
2021-08-28T10:30:00+00:00,Ekstraklasa,Nieciecza,Cracovia Krakow,1,2
2021-08-28T13:00:00+00:00,Ekstraklasa,Lechia Gdansk,Radomiak Radom,2,2
2021-08-28T15:30:00+00:00,Ekstraklasa,Lech Poznan,Pogon Szczecin,1,1
2021-08-28T18:00:00+00:00,Ekstraklasa,Gornik Zabrze,Piast Gliwice,0,1
2021-08-29T10:30:00+00:00,Ekstraklasa,Wisla Plock,Raków Częstochowa,1,1
2021-08-29T13:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Slask Wroclaw,1,3
2021-08-29T15:30:00+00:00,Ekstraklasa,Wisla Krakow,Legia Warszawa,1,0
2021-09-11T10:30:00+00:00,Ekstraklasa,Warta Poznań,Nieciecza,0,0
2021-09-11T13:00:00+00:00,Ekstraklasa,Cracovia Krakow,Gornik Zabrze,2,2
2021-09-11T15:30:00+00:00,Ekstraklasa,Jagiellonia,Stal Mielec,1,1
2021-09-11T18:00:00+00:00,Ekstraklasa,Slask Wroclaw,Legia Warszawa,1,0
2021-09-12T10:30:00+00:00,Ekstraklasa,Piast Gliwice,Zaglebie Lubin,0,1
2021-09-12T13:00:00+00:00,Ekstraklasa,Wisla Krakow,Lechia Gdansk,2,2
2021-09-12T15:30:00+00:00,Ekstraklasa,Raków Częstochowa,Lech Poznan,2,2
2021-09-13T16:00:00+00:00,Ekstraklasa,Górnik Łęczna,Wisla Plock,3,2
2021-09-13T18:30:00+00:00,Ekstraklasa,Radomiak Radom,Pogon Szczecin,1,1
2021-09-17T16:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Nieciecza,2,1
2021-09-17T18:30:00+00:00,Ekstraklasa,Lech Poznan,Wisla Krakow,5,0
2021-09-18T10:30:00+00:00,Ekstraklasa,Wisla Plock,Jagiellonia,3,0
2021-09-18T13:00:00+00:00,Ekstraklasa,Pogon Szczecin,Cracovia Krakow,1,1
2021-09-18T15:30:00+00:00,Ekstraklasa,Radomiak Radom,Slask Wroclaw,1,1
2021-09-18T18:00:00+00:00,Ekstraklasa,Lechia Gdansk,Piast Gliwice,1,0
2021-09-19T10:30:00+00:00,Ekstraklasa,Stal Mielec,Raków Częstochowa,0,3
2021-09-19T13:00:00+00:00,Ekstraklasa,Gornik Zabrze,Warta Poznań,1,0
2021-09-19T15:30:00+00:00,Ekstraklasa,Legia Warszawa,Górnik Łęczna,3,1
2021-09-24T16:00:00+00:00,Ekstraklasa,Górnik Łęczna,Lechia Gdansk,0,4
2021-09-24T18:30:00+00:00,Ekstraklasa,Jagiellonia,Lech Poznan,1,0
2021-09-25T13:00:00+00:00,Ekstraklasa,Stal Mielec,Radomiak Radom,1,0
2021-09-25T15:30:00+00:00,Ekstraklasa,Warta Poznań,Zaglebie Lubin,0,2
2021-09-25T18:00:00+00:00,Ekstraklasa,Legia Warszawa,Raków Częstochowa,2,3
2021-09-26T10:30:00+00:00,Ekstraklasa,Nieciecza,Gornik Zabrze,3,1
2021-09-26T13:00:00+00:00,Ekstraklasa,Slask Wroclaw,Wisla Plock,3,1
2021-09-26T15:30:00+00:00,Ekstraklasa,Wisla Krakow,Pogon Szczecin,0,1
2021-09-27T16:00:00+00:00,Ekstraklasa,Piast Gliwice,Cracovia Krakow,2,4
2021-09-29T15:00:00+00:00,Ekstraklasa,Raków Częstochowa,Radomiak Radom,2,2
2021-10-01T16:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Jagiellonia,0,1
2021-10-01T18:30:00+00:00,Ekstraklasa,Piast Gliwice,Wisla Krakow,1,0
2021-10-02T10:30:00+00:00,Ekstraklasa,Radomiak Radom,Nieciecza,1,1
2021-10-02T13:00:00+00:00,Ekstraklasa,Cracovia Krakow,Stal Mielec,3,3
2021-10-02T15:30:00+00:00,Ekstraklasa,Lech Poznan,Slask Wroclaw,4,0
2021-10-02T18:00:00+00:00,Ekstraklasa,Gornik Zabrze,Wisla Plock,4,2
2021-10-03T10:30:00+00:00,Ekstraklasa,Raków Częstochowa,Warta Poznań,3,0
2021-10-03T13:00:00+00:00,Ekstraklasa,Pogon Szczecin,Górnik Łęczna,4,1
2021-10-03T15:30:00+00:00,Ekstraklasa,Lechia Gdansk,Legia Warszawa,3,1
2021-10-16T10:30:00+00:00,Ekstraklasa,Górnik Łęczna,Piast Gliwice,1,1
2021-10-16T13:00:00+00:00,Ekstraklasa,Nieciecza,Lechia Gdansk,0,2
2021-10-16T15:30:00+00:00,Ekstraklasa,Gornik Zabrze,Wisla Krakow,0,1
2021-10-16T18:00:00+00:00,Ekstraklasa,Slask Wroclaw,Raków Częstochowa,1,2
2021-10-17T10:30:00+00:00,Ekstraklasa,Wisla Plock,Pogon Szczecin,1,0
2021-10-17T13:00:00+00:00,Ekstraklasa,Cracovia Krakow,Warta Poznań,2,0
2021-10-17T15:30:00+00:00,Ekstraklasa,Legia Warszawa,Lech Poznan,0,1
2021-10-18T16:00:00+00:00,Ekstraklasa,Stal Mielec,Zaglebie Lubin,4,2
2021-10-18T18:30:00+00:00,Ekstraklasa,Jagiellonia,Radomiak Radom,1,1
2021-10-22T16:00:00+00:00,Ekstraklasa,Radomiak Radom,Górnik Łęczna,3,1
2021-10-22T18:30:00+00:00,Ekstraklasa,Lech Poznan,Wisla Plock,4,1
2021-10-23T10:30:00+00:00,Ekstraklasa,Raków Częstochowa,Nieciecza,3,2
2021-10-23T13:00:00+00:00,Ekstraklasa,Lechia Gdansk,Gornik Zabrze,1,1
2021-10-23T15:30:00+00:00,Ekstraklasa,Pogon Szczecin,Jagiellonia,4,1
2021-10-23T18:00:00+00:00,Ekstraklasa,Wisla Krakow,Slask Wroclaw,0,5
2021-10-24T13:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Cracovia Krakow,1,1
2021-10-24T15:30:00+00:00,Ekstraklasa,Warta Poznań,Stal Mielec,0,0
2021-10-24T18:00:00+00:00,Ekstraklasa,Piast Gliwice,Legia Warszawa,4,1
2021-10-29T16:00:00+00:00,Ekstraklasa,Cracovia Krakow,Radomiak Radom,1,2
2021-10-29T18:30:00+00:00,Ekstraklasa,Stal Mielec,Lech Poznan,0,0
2021-10-30T10:30:00+00:00,Ekstraklasa,Nieciecza,Slask Wroclaw,4,3
2021-10-30T13:00:00+00:00,Ekstraklasa,Warta Poznań,Lechia Gdansk,0,2
2021-10-30T15:30:00+00:00,Ekstraklasa,Gornik Zabrze,Zaglebie Lubin,0,0
2021-10-30T18:00:00+00:00,Ekstraklasa,Jagiellonia,Piast Gliwice,3,3
2021-10-31T11:30:00+00:00,Ekstraklasa,Wisla Plock,Wisla Krakow,2,0
2021-10-31T14:00:00+00:00,Ekstraklasa,Górnik Łęczna,Raków Częstochowa,0,0
2021-10-31T16:30:00+00:00,Ekstraklasa,Legia Warszawa,Pogon Szczecin,0,2
2021-11-05T17:00:00+00:00,Ekstraklasa,Wisla Plock,Nieciecza,1,1
2021-11-05T19:30:00+00:00,Ekstraklasa,Slask Wroclaw,Jagiellonia,2,2
2021-11-06T11:30:00+00:00,Ekstraklasa,Piast Gliwice,Warta Poznań,0,1
2021-11-06T14:00:00+00:00,Ekstraklasa,Radomiak Radom,Gornik Zabrze,1,0
2021-11-06T16:30:00+00:00,Ekstraklasa,Lechia Gdansk,Zaglebie Lubin,2,1
2021-11-06T19:00:00+00:00,Ekstraklasa,Górnik Łęczna,Lech Poznan,1,1
2021-11-07T14:00:00+00:00,Ekstraklasa,Raków Częstochowa,Pogon Szczecin,0,0
2021-11-07T16:30:00+00:00,Ekstraklasa,Legia Warszawa,Stal Mielec,1,3
2021-11-07T19:00:00+00:00,Ekstraklasa,Wisla Krakow,Cracovia Krakow,1,0
2021-11-20T11:30:00+00:00,Ekstraklasa,Warta Poznań,Wisla Plock,1,2
2021-11-20T14:00:00+00:00,Ekstraklasa,Jagiellonia,Wisla Krakow,3,1
2021-11-20T16:30:00+00:00,Ekstraklasa,Stal Mielec,Lechia Gdansk,3,3
2021-11-20T19:00:00+00:00,Ekstraklasa,Lech Poznan,Piast Gliwice,1,0
2021-11-21T11:30:00+00:00,Ekstraklasa,Nieciecza,Górnik Łęczna,1,1
2021-11-21T14:00:00+00:00,Ekstraklasa,Pogon Szczecin,Slask Wroclaw,2,1
2021-11-21T16:30:00+00:00,Ekstraklasa,Gornik Zabrze,Legia Warszawa,3,2
2021-11-22T17:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Radomiak Radom,0,2
2021-11-22T19:30:00+00:00,Ekstraklasa,Cracovia Krakow,Raków Częstochowa,1,0
2021-11-26T17:00:00+00:00,Ekstraklasa,Piast Gliwice,Nieciecza,2,1
2021-11-26T19:30:00+00:00,Ekstraklasa,Wisla Krakow,Radomiak Radom,0,1
2021-11-27T11:30:00+00:00,Ekstraklasa,Górnik Łęczna,Gornik Zabrze,1,2
2021-11-27T14:00:00+00:00,Ekstraklasa,Slask Wroclaw,Stal Mielec,2,1
2021-11-27T16:30:00+00:00,Ekstraklasa,Pogon Szczecin,Lechia Gdansk,5,1
2021-11-27T19:00:00+00:00,Ekstraklasa,Raków Częstochowa,Zaglebie Lubin,4,0
2021-11-28T11:30:00+00:00,Ekstraklasa,Wisla Plock,Cracovia Krakow,2,1
2021-11-28T14:00:00+00:00,Ekstraklasa,Lech Poznan,Warta Poznań,2,0
2021-11-28T16:30:00+00:00,Ekstraklasa,Legia Warszawa,Jagiellonia,1,0
2021-12-03T17:00:00+00:00,Ekstraklasa,Stal Mielec,Wisla Plock,2,1
2021-12-03T19:30:00+00:00,Ekstraklasa,Gornik Zabrze,Slask Wroclaw,3,1
2021-12-04T14:00:00+00:00,Ekstraklasa,Nieciecza,Pogon Szczecin,1,3
2021-12-04T16:30:00+00:00,Ekstraklasa,Jagiellonia,Górnik Łęczna,1,2
2021-12-04T19:00:00+00:00,Ekstraklasa,Lechia Gdansk,Raków Częstochowa,3,1
2021-12-05T16:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Lech Poznan,2,3
2021-12-05T19:00:00+00:00,Ekstraklasa,Cracovia Krakow,Legia Warszawa,1,0
2021-12-06T17:00:00+00:00,Ekstraklasa,Warta Poznań,Wisla Krakow,1,1
2021-12-10T17:00:00+00:00,Ekstraklasa,Stal Mielec,Nieciecza,1,0
2021-12-10T19:30:00+00:00,Ekstraklasa,Raków Częstochowa,Piast Gliwice,1,0
2021-12-11T14:00:00+00:00,Ekstraklasa,Radomiak Radom,Lech Poznan,2,1
2021-12-11T16:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Wisla Krakow,2,1
2021-12-11T19:00:00+00:00,Ekstraklasa,Lechia Gdansk,Jagiellonia,1,2
2021-12-12T11:30:00+00:00,Ekstraklasa,Cracovia Krakow,Górnik Łęczna,0,2
2021-12-12T14:00:00+00:00,Ekstraklasa,Wisla Plock,Legia Warszawa,1,0
2021-12-12T16:30:00+00:00,Ekstraklasa,Gornik Zabrze,Pogon Szczecin,2,2
2021-12-13T17:00:00+00:00,Ekstraklasa,Warta Poznań,Slask Wroclaw,2,1
2021-12-14T17:45:00+00:00,Ekstraklasa,Radomiak Radom,Piast Gliwice,2,2
2021-12-15T17:00:00+00:00,Ekstraklasa,Raków Częstochowa,Gornik Zabrze,1,2
2021-12-15T19:30:00+00:00,Ekstraklasa,Legia Warszawa,Zaglebie Lubin,4,0
2021-12-17T17:00:00+00:00,Ekstraklasa,Wisla Krakow,Nieciecza,3,0
2021-12-17T19:30:00+00:00,Ekstraklasa,Wisla Plock,Lechia Gdansk,1,0
2021-12-18T11:30:00+00:00,Ekstraklasa,Piast Gliwice,Stal Mielec,1,1
2021-12-18T14:00:00+00:00,Ekstraklasa,Pogon Szczecin,Warta Poznań,1,1
2021-12-18T16:30:00+00:00,Ekstraklasa,Slask Wroclaw,Cracovia Krakow,0,2
2021-12-18T19:00:00+00:00,Ekstraklasa,Raków Częstochowa,Jagiellonia,5,0
2021-12-19T11:30:00+00:00,Ekstraklasa,Górnik Łęczna,Zaglebie Lubin,2,1
2021-12-19T14:00:00+00:00,Ekstraklasa,Lech Poznan,Gornik Zabrze,2,1
2021-12-19T16:30:00+00:00,Ekstraklasa,Legia Warszawa,Radomiak Radom,0,3
2022-02-04T17:00:00+00:00,Ekstraklasa,Nieciecza,Jagiellonia,2,1
2022-02-04T19:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Legia Warszawa,1,3
2022-02-05T14:00:00+00:00,Ekstraklasa,Stal Mielec,Gornik Zabrze,1,2
2022-02-05T16:30:00+00:00,Ekstraklasa,Piast Gliwice,Pogon Szczecin,0,2
2022-02-05T19:00:00+00:00,Ekstraklasa,Lechia Gdansk,Slask Wroclaw,2,0
2022-02-06T11:30:00+00:00,Ekstraklasa,Warta Poznań,Górnik Łęczna,1,1
2022-02-06T14:00:00+00:00,Ekstraklasa,Raków Częstochowa,Wisla Krakow,2,0
2022-02-06T16:30:00+00:00,Ekstraklasa,Cracovia Krakow,Lech Poznan,3,3
2022-02-07T17:00:00+00:00,Ekstraklasa,Radomiak Radom,Wisla Plock,1,1
2022-02-11T17:00:00+00:00,Ekstraklasa,Górnik Łęczna,Slask Wroclaw,1,1
2022-02-11T19:30:00+00:00,Ekstraklasa,Cracovia Krakow,Lechia Gdansk,2,0
2022-02-12T14:00:00+00:00,Ekstraklasa,Wisla Krakow,Stal Mielec,0,1
2022-02-12T16:30:00+00:00,Ekstraklasa,Radomiak Radom,Raków Częstochowa,0,1
2022-02-12T19:00:00+00:00,Ekstraklasa,Lech Poznan,Nieciecza,5,0
2022-02-13T11:30:00+00:00,Ekstraklasa,Wisla Plock,Piast Gliwice,0,2
2022-02-13T14:00:00+00:00,Ekstraklasa,Pogon Szczecin,Zaglebie Lubin,2,1
2022-02-13T16:30:00+00:00,Ekstraklasa,Legia Warszawa,Warta Poznań,0,1
2022-02-14T17:00:00+00:00,Ekstraklasa,Gornik Zabrze,Jagiellonia,1,2
2022-02-18T17:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Wisla Plock,3,1
2022-02-18T19:30:00+00:00,Ekstraklasa,Stal Mielec,Pogon Szczecin,0,1
2022-02-19T14:00:00+00:00,Ekstraklasa,Jagiellonia,Cracovia Krakow,0,0
2022-02-19T16:30:00+00:00,Ekstraklasa,Slask Wroclaw,Piast Gliwice,1,3
2022-02-19T19:00:00+00:00,Ekstraklasa,Nieciecza,Legia Warszawa,0,0
2022-02-20T11:30:00+00:00,Ekstraklasa,Warta Poznań,Radomiak Radom,3,1
2022-02-20T14:00:00+00:00,Ekstraklasa,Gornik Zabrze,Raków Częstochowa,1,1
2022-02-20T16:30:00+00:00,Ekstraklasa,Lechia Gdansk,Lech Poznan,1,0
2022-02-21T17:00:00+00:00,Ekstraklasa,Wisla Krakow,Górnik Łęczna,0,0
2022-02-25T17:00:00+00:00,Ekstraklasa,Raków Częstochowa,Wisla Plock,2,0
2022-02-25T19:30:00+00:00,Ekstraklasa,Legia Warszawa,Wisla Krakow,2,1
2022-02-26T14:00:00+00:00,Ekstraklasa,Pogon Szczecin,Lech Poznan,0,3
2022-02-26T16:30:00+00:00,Ekstraklasa,Górnik Łęczna,Stal Mielec,2,0
2022-02-26T19:00:00+00:00,Ekstraklasa,Piast Gliwice,Gornik Zabrze,0,0
2022-02-27T11:30:00+00:00,Ekstraklasa,Jagiellonia,Warta Poznań,1,1
2022-02-27T14:00:00+00:00,Ekstraklasa,Radomiak Radom,Lechia Gdansk,2,0
2022-02-27T16:30:00+00:00,Ekstraklasa,Slask Wroclaw,Zaglebie Lubin,0,0
2022-02-28T17:00:00+00:00,Ekstraklasa,Cracovia Krakow,Nieciecza,1,2
2022-03-04T17:00:00+00:00,Ekstraklasa,Stal Mielec,Jagiellonia,1,1
2022-03-04T19:30:00+00:00,Ekstraklasa,Pogon Szczecin,Radomiak Radom,4,0
2022-03-05T14:00:00+00:00,Ekstraklasa,Nieciecza,Warta Poznań,1,0
2022-03-05T16:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Piast Gliwice,0,0
2022-03-05T19:00:00+00:00,Ekstraklasa,Lechia Gdansk,Wisla Krakow,1,1
2022-03-06T11:30:00+00:00,Ekstraklasa,Wisla Plock,Górnik Łęczna,3,1
2022-03-06T14:00:00+00:00,Ekstraklasa,Gornik Zabrze,Cracovia Krakow,3,0
2022-03-06T16:30:00+00:00,Ekstraklasa,Lech Poznan,Raków Częstochowa,0,1
2022-03-07T18:00:00+00:00,Ekstraklasa,Legia Warszawa,Slask Wroclaw,1,0
2022-03-11T17:00:00+00:00,Ekstraklasa,Nieciecza,Zaglebie Lubin,0,2
2022-03-11T19:30:00+00:00,Ekstraklasa,Górnik Łęczna,Legia Warszawa,0,1
2022-03-12T14:00:00+00:00,Ekstraklasa,Warta Poznań,Gornik Zabrze,2,1
2022-03-12T16:30:00+00:00,Ekstraklasa,Piast Gliwice,Lechia Gdansk,1,0
2022-03-12T19:00:00+00:00,Ekstraklasa,Cracovia Krakow,Pogon Szczecin,1,1
2022-03-13T11:30:00+00:00,Ekstraklasa,Jagiellonia,Wisla Plock,0,1
2022-03-13T14:00:00+00:00,Ekstraklasa,Slask Wroclaw,Radomiak Radom,0,0
2022-03-13T16:30:00+00:00,Ekstraklasa,Wisla Krakow,Lech Poznan,1,1
2022-03-14T17:00:00+00:00,Ekstraklasa,Raków Częstochowa,Stal Mielec,2,1
2022-03-15T17:45:00+00:00,Ekstraklasa,Legia Warszawa,Nieciecza,4,1
2022-03-18T17:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Warta Poznań,0,4
2022-03-18T19:30:00+00:00,Ekstraklasa,Pogon Szczecin,Wisla Krakow,4,1
2022-03-19T11:30:00+00:00,Ekstraklasa,Wisla Plock,Slask Wroclaw,1,2
2022-03-19T14:00:00+00:00,Ekstraklasa,Raków Częstochowa,Legia Warszawa,1,1
2022-03-19T16:30:00+00:00,Ekstraklasa,Lechia Gdansk,Górnik Łęczna,2,0
2022-03-19T19:00:00+00:00,Ekstraklasa,Lech Poznan,Jagiellonia,3,0
2022-03-20T11:30:00+00:00,Ekstraklasa,Radomiak Radom,Stal Mielec,1,1
2022-03-20T14:00:00+00:00,Ekstraklasa,Cracovia Krakow,Piast Gliwice,0,1
2022-03-20T16:30:00+00:00,Ekstraklasa,Gornik Zabrze,Nieciecza,1,1
2022-04-01T16:00:00+00:00,Ekstraklasa,Stal Mielec,Cracovia Krakow,1,2
2022-04-01T18:30:00+00:00,Ekstraklasa,Slask Wroclaw,Lech Poznan,0,1
2022-04-02T13:00:00+00:00,Ekstraklasa,Warta Poznań,Raków Częstochowa,0,2
2022-04-02T15:30:00+00:00,Ekstraklasa,Górnik Łęczna,Pogon Szczecin,0,4
2022-04-02T18:00:00+00:00,Ekstraklasa,Legia Warszawa,Lechia Gdansk,2,1
2022-04-03T10:30:00+00:00,Ekstraklasa,Nieciecza,Radomiak Radom,1,1
2022-04-03T13:00:00+00:00,Ekstraklasa,Jagiellonia,Zaglebie Lubin,2,1
2022-04-03T15:30:00+00:00,Ekstraklasa,Wisla Krakow,Piast Gliwice,2,2
2022-04-04T16:00:00+00:00,Ekstraklasa,Wisla Plock,Gornik Zabrze,3,2
2022-04-08T16:00:00+00:00,Ekstraklasa,Zaglebie Lubin,Stal Mielec,3,1
2022-04-08T18:30:00+00:00,Ekstraklasa,Pogon Szczecin,Wisla Plock,1,2
2022-04-09T13:00:00+00:00,Ekstraklasa,Piast Gliwice,Górnik Łęczna,1,0
2022-04-09T15:30:00+00:00,Ekstraklasa,Lech Poznan,Legia Warszawa,1,1
2022-04-09T18:00:00+00:00,Ekstraklasa,Lechia Gdansk,Nieciecza,2,0
2022-04-10T10:30:00+00:00,Ekstraklasa,Warta Poznań,Cracovia Krakow,1,0
2022-04-10T13:00:00+00:00,Ekstraklasa,Wisla Krakow,Gornik Zabrze,4,1
2022-04-10T15:30:00+00:00,Ekstraklasa,Raków Częstochowa,Slask Wroclaw,1,1
2022-04-11T16:00:00+00:00,Ekstraklasa,Radomiak Radom,Jagiellonia,2,2
2022-04-16T10:30:00+00:00,Ekstraklasa,Stal Mielec,Warta Poznań,0,1
2022-04-16T10:30:00+00:00,Ekstraklasa,Górnik Łęczna,Radomiak Radom,1,0
2022-04-16T13:00:00+00:00,Ekstraklasa,Nieciecza,Raków Częstochowa,0,3
2022-04-16T15:30:00+00:00,Ekstraklasa,Jagiellonia,Pogon Szczecin,1,2
2022-04-16T18:00:00+00:00,Ekstraklasa,Wisla Plock,Lech Poznan,0,1
2022-04-18T10:30:00+00:00,Ekstraklasa,Cracovia Krakow,Zaglebie Lubin,1,0
2022-04-18T13:00:00+00:00,Ekstraklasa,Slask Wroclaw,Wisla Krakow,1,1
2022-04-18T15:30:00+00:00,Ekstraklasa,Gornik Zabrze,Lechia Gdansk,1,3
2022-04-18T18:00:00+00:00,Ekstraklasa,Legia Warszawa,Piast Gliwice,0,1
2022-04-20T16:00:00+00:00,Ekstraklasa,Lech Poznan,Górnik Łęczna,3,0
2022-04-20T18:30:00+00:00,Ekstraklasa,Pogon Szczecin,Raków Częstochowa,1,2
2022-04-22T16:00:00+00:00,Ekstraklasa,Radomiak Radom,Cracovia Krakow,0,1
2022-04-22T18:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Gornik Zabrze,2,4
2022-04-23T13:00:00+00:00,Ekstraklasa,Slask Wroclaw,Nieciecza,0,4
2022-04-23T15:30:00+00:00,Ekstraklasa,Piast Gliwice,Jagiellonia,2,1
2022-04-23T18:00:00+00:00,Ekstraklasa,Lechia Gdansk,Warta Poznań,2,0
2022-04-24T10:30:00+00:00,Ekstraklasa,Lech Poznan,Stal Mielec,3,1
2022-04-24T13:00:00+00:00,Ekstraklasa,Raków Częstochowa,Górnik Łęczna,2,1
2022-04-24T15:30:00+00:00,Ekstraklasa,Pogon Szczecin,Legia Warszawa,3,1
2022-04-25T17:00:00+00:00,Ekstraklasa,Wisla Krakow,Wisla Plock,3,4
2022-04-29T16:00:00+00:00,Ekstraklasa,Warta Poznań,Piast Gliwice,2,3
2022-04-29T18:30:00+00:00,Ekstraklasa,Gornik Zabrze,Radomiak Radom,0,0
2022-04-30T13:00:00+00:00,Ekstraklasa,Jagiellonia,Slask Wroclaw,1,1
2022-04-30T15:30:00+00:00,Ekstraklasa,Zaglebie Lubin,Lechia Gdansk,2,2
2022-04-30T18:00:00+00:00,Ekstraklasa,Stal Mielec,Legia Warszawa,2,1
2022-05-01T13:00:00+00:00,Ekstraklasa,Nieciecza,Wisla Plock,1,0
2022-05-01T15:30:00+00:00,Ekstraklasa,Cracovia Krakow,Wisla Krakow,0,0
2022-05-06T16:00:00+00:00,Ekstraklasa,Radomiak Radom,Zaglebie Lubin,1,6
2022-05-06T18:30:00+00:00,Ekstraklasa,Legia Warszawa,Gornik Zabrze,5,3
2022-05-07T13:00:00+00:00,Ekstraklasa,Wisla Plock,Warta Poznań,0,3
2022-05-07T15:30:00+00:00,Ekstraklasa,Slask Wroclaw,Pogon Szczecin,1,1
2022-05-07T18:00:00+00:00,Ekstraklasa,Wisla Krakow,Jagiellonia,0,0
2022-05-08T10:30:00+00:00,Ekstraklasa,Lechia Gdansk,Stal Mielec,3,2
2022-05-08T13:00:00+00:00,Ekstraklasa,Raków Częstochowa,Cracovia Krakow,1,1
2022-05-08T15:30:00+00:00,Ekstraklasa,Piast Gliwice,Lech Poznan,1,2
2022-05-09T16:00:00+00:00,Ekstraklasa,Górnik Łęczna,Nieciecza,1,1
2022-05-13T16:00:00+00:00,Ekstraklasa,Cracovia Krakow,Wisla Plock,3,0
